user_id,text,business_id,likes,date,type
CiCmxCruMvbXtjQP5FhbLg,"It is suppose to be a Greek Restaurant but the loud  latino music spoils the theme and is a turn off.if you sell yourself as the Cyprus Grill with Greek pictures then at least play music that relates to a greek theme. 
Seating is not comfortable and food is not  quality traditional greek. Needs improvement in service, quality of greek food and greek atmosphere(music). It has potential but right now its not up to par with most greek restaurants. Right now, i wont recommend.",TVJT7Xknd-ikf4vskcjKQw,0,2014-04-05,tip
9v22Hof1cICEkLK0Ls3g0Q,You know I'm back. Trying to take care of this DMV trip at the same time.,rQLs75o68l9xfGOrAJq0Yw,0,2011-09-02,tip
C0UY1f2BUUmLdmB3sn5_lw,"Never really crowded. Shower, tanning machine, scale, and bench yes.  Shower floors need scrubbing.",sc569O6qogrPVKtZHRE03A,0,2014-04-30,tip
z9mHyKhJv-VukDDjedxfFA,Best bakery in AZ!,hECOlng2SZ97IbUcabRH2Q,0,2012-03-10,tip
WV0ycMo7f-VY3BEnDVjcEw,Nice ambiance w/ live acoustic music.,24OmQWFTnbfGv-e8GyEMAw,0,2013-01-24,tip
MLWVwyQMuexh1tQ68VwE6w,Coffee good. Get coffee.,2boDLxiH__m9Q0ApTJTwQQ,0,2014-01-21,tip
HtYubOiwaa2yrVI1vUvOyw,Sit outside!!! Mediterranean mule is perfect!! Exactly like Moscow mule. A must have!!!!,53YGfwmbW73JhFiemNeyzQ,0,2013-03-29,tip
XwL86w-gZoO2x_ACHbD2Hw,Nice offer...but not sure if I would go back.,ILsZjIibFtGHMDELeX610Q,0,2013-01-02,tip
tKxNxqz4JNI5aDuUXuM_1A,"Omg, best bloody Mary...ever.",s93PtWxihLbhK5Jg_FttzA,0,2012-05-26,tip
2PoKh1LcuD0D-I8J-S4BYw,Happy Hour Margaritas!!! Amazing and strong.,UBvTnbaRD3h_dD6oXWLCBA,0,2011-06-03,tip
KiToF2jrMwunrwZbZPWWUQ,meat jun & kalbi with mandoo...wat wat!!!!,i_H_yKtISROjQ4eruSwyPw,0,2013-08-02,tip
e6dTfLPQWjUOYM0o-gwATA,Awesome burger. Free side of fries on Tuesday. Meal cost $5.99 plus tax. DEAL and a MEAL!,WCnD3K16HbrEPg7_WZXa_Q,0,2012-08-14,tip
ZW8jy6ehrNzn9A5iCubVGg,$1oysters. Thank you yelp,qpo6O2Ozbrn8wFnoCM4slA,0,2013-03-16,tip
4ozupHULqGyO42s3zNUzOQ,"Home of shopping, bars, restaurants and a great walking town.",4gIV5MYpCDbNI-bL3g_tSw,0,2012-04-29,tip
jU8WrrgXggGX2xHglsPjxA,Mi Quang and Bun Bo Hue is their speciality. If you agree with me. Like this tip.,MqnlCLq3b34Lq1Y7j7NY_Q,0,2012-01-15,tip
zTWH9b_ItSdLOK9ypeFOIw,"Despite the Promenade Place address and how it appears on the maps, it's actually located next to Symphony Park and next door to the Smith Center.",6c78YvZnyHi94linok3NZg,0,2013-03-20,tip
ENkngMRwenWFA9azi6M8zQ,MJ!,BYQz12ztqIC54cmAEdCYDg,0,2011-12-17,tip
hFp52uhtBZVJ1hZlaIKHpw,The Thai tea is amazing here! They don't put too much creamer and it's perfectly sweetened. A must-have to compliment your meal!,olwuTiAEEFgSYefWUcZWbQ,0,2013-08-20,tip
hjJPKQ1Ah91h3fVbc8GsOg,Turkey Fryer anybody?! $99,rY9WGFYBPuyaJifD81w4SA,0,2011-10-23,tip
TYBCeV6cLpGF7nKtyFSdqQ,Sucks,yHlN6JUPbeFM23PcvXUp_Q,0,2011-11-26,tip
wwhc2HYRUzXDBeTYvw0Q8w,I keep getting chills from how good this is.,WAqACt7FfSFcJs-gqysIlQ,0,2012-03-11,tip
JwNpTAjVghQTYVdQz1QstA,Last night in Edinburgh!,x02bWSJbx3VLZg6QytDpxQ,1,2013-09-22,tip
_jjIaczpcVDpHlH6l334rQ,Best Indian buffet I have found in Phoenix,giyl3pyGo6sbvsnn94f4Hg,0,2013-03-30,tip
qq5ayrG4mUiS2SRoRmNx3w,Just saw a hundred titties tonight.,rBuePZklY3upbFFE_ZOG2Q,0,2012-03-14,tip
ANCpu2ibLAp87gTriTsIuQ,Redbox,PMXZlWWFUOvl4xbkNgy24g,0,2011-04-10,tip
ZuKkAgra4TbKGNURrkFnpQ,Can u say maloofs!?!,tbTc7094zwIYAtU-0NkU4w,0,2011-10-17,tip
T8Do02_buw-hva4aA6-hKQ,Haven't had beef Pho in a minute w/ egg rolls,Ni9aqkG_fNWrH02VNlRhLQ,0,2012-08-06,tip
fBVItPE-4FB9-4o0Qc1M4w,"Great food and jumpN! Stick with the angus kobe isn't worth it. Also do yourself a favor and get a milk shake, unbelievable.",xyTJYlbE_MLouK6rCou6zg,0,2011-11-19,tip
XqbTw6FlkTHRZaKCuKdkRA,Oops. I think we just turned this into a Thirsty Thursday. =),tg1xGdWUMX02XD6AVb-kxw,0,2012-08-02,tip
1td1l51xHG3tdd2wYxBF3w,The buta-son was excellent.,Xmcr6VtUk_01fTwkTKrrQw,0,2012-12-21,tip
Cpdt5jEaoB3Q1_WQ3lz-qg,Great Au Lait and 18-hour pressed iced coffee.,lIL_VuvmxBr_yQQH_P9QHg,0,2011-06-01,tip
kSVYpNWA19wUplbdi0U0Uw,"This show has a limited engagement. Once the next AGT season starts, then this show will be no more so if you are planning on watching it, dont wait too long.",VrDIrW9owXnVGDYQwXwVGQ,0,2013-03-11,tip
CMvBu9UF4N7c6dDdTVdsAw,I cannot stay away from the Bobbie,IEa3NRZ_TvJA7dCP-P6SFg,0,2011-02-01,tip
KcGYbhWMWlcHk6VVWwDvNw,Fun! Worth the wait,-QLM5JtqHN8ditQQyqi8zg,0,2011-06-19,tip
0zVI2BY9q4ry5u5JhIlZyA,Iceacholics time!,AR6Yx2677bu5INGALoOsdw,0,2011-11-09,tip
blOLX71j68MUGhUUy6O8aA,Taking care of my churro fix!!,24Pyg1ywhjaJDaE9v2tWFQ,0,2010-09-16,tip
kqz0UwsxUurCJrSUn5nUpQ,I love twink tuesdays! ESP the sexy blond guy,Tr9fiwgB25qMpya6t8TIHQ,0,2011-05-19,tip
4c6Gu8zFw0q0JxvO3T9IwA,"Last stop, bacon cheeseburger with everything on it :)",YmYwD8co-1am2ryTkXaygA,0,2012-02-08,tip
gUpv7QsNPatyY2f2ZC29wQ,Delicious. . .,F-ZOeAK1v7e5Rt2Mv5rVMw,0,2011-10-22,tip
R_mb-GX_XHdMr1FXYCOdSw,Cash only,P8DQlNd4ZVCtxFsH_QARFQ,0,2014-02-03,tip
86YHXkPnYPaEBzP1GQZ5LQ,"At the ""Dinosaur"" petting zoo. They should have held this event 2 weeks earlier when the weather was much more tolerable.",Pt667RuH8g5tue8KcCShtQ,0,2013-03-17,tip
ez5PCm8ugZyQUBOeuPfIJA,Looks like a nice place but no Chinese for me    Wendy's just up the street  LOL,2sWval6Zz4qugjLUQc5I5Q,0,2014-02-11,tip
hvadKQxOdXOScPX8fmFJlQ,Oh Red Rock Buffet you are mighty tasty,zehWnERkDLir0lDxxtVXPQ,0,2010-11-11,tip
RMwZC9_sVq596bcAozoi0A,"Good stuff! Dave the manager really took care of us, offering ice cold Red Horse beer and bringing us the spicy seasoned vinegar us Filipinos love! Got the half dozen crab and spicy seasoned shrimp...big, juicy and fresh!",OU6yfyuCzwJZvZFRnTOZzg,0,2012-08-17,tip
4UUIpbOTPmu43wuC2aSGkg,Cowgirl Up!,gOlJQuE3WYeMgXXDKYfdeg,0,2012-08-18,tip
hjJPKQ1Ah91h3fVbc8GsOg,subway style - custom! $7.75 per pie,93fEJZYc3B-jOMaXce7G5A,0,2013-08-28,tip
DTsKEDHt4AuZ3OmFoF0aZg,Great,olwuTiAEEFgSYefWUcZWbQ,0,2014-01-17,tip
PEVcTmyiPkBuby3XDhaiIA,"Why did it take me so long to finally go in here?! They have Calpico, Ramune and so many other goodies! I will definitely be back ;)",Q5NEYfn5ATd4avkjrq89dA,0,2014-04-02,tip
kaV3R9ut1lwwJv5gQITa-w,We're hereeeeeee!,jf67Z1pnwElRSXllpQHiJg,0,2011-09-03,tip
ZbWP0L2Ni_icKOJboC4SbA,Endless...,8_H-xH4v9xxLjkRRT_72TA,0,2011-09-02,tip
k7DKSQSxzjOrunXhHD8nOg,No wait at 5pm !!,BqAHQMPL9BUnWo93Sp2ciA,0,2013-09-05,tip
KJE9itDMN1FX6P4EGgepRg,Mmmm I LOVE the Roast Chicken Jus..,Yi2_WbqDjeUrZn7WhdFA8w,0,2014-03-26,tip
-wGOiq14H53-NznMSMFUAA,The red velvet brownie is to die for. Love it!,41zxbLn6HZQfME3uWbyM4A,0,2012-06-06,tip
sfQZwJfooWHudTBBLX_noQ,If you check in here you get 20% off frames... It's next to walgreens,XQvdK8RDl8aNPrEt2hBODQ,0,2014-07-16,tip
Vlon2bJdT43_1oHSrQsHTQ,Beef noodle soup with tendons,onItgedmKDLbI3JHOE5XTA,0,2013-10-29,tip
Z08azbX_lqCOpMu_UWbx4Q,"Meh... Not very good, much prefer Lindo's, greasy and flavorless.",I9cgZigHeRXhNGpuAyXyjg,0,2013-11-30,tip
8DdcyZR-THOgH60bIyEnfg,Squares,98JQH6XMmbhiZ6Wmxaky9Q,0,2011-09-11,tip
wPzWC7YQGXKKUV-TxlhMCQ,Get the burger. Best in town.,DUADdTz_2yQvgQ701IhL0A,0,2012-04-07,tip
k_azqxVgdB2V0QjJf5aTUA,"Line goes outside, it better be good!",7CeaeSsxiYj3P3ZurTetzQ,0,2013-08-12,tip
36EGeUpdSLBmfFd4zpjXGQ,I hate the place; but to lazy to drive to another Wally World,KqHEp8K8jIKapJIQNA7QTg,0,2012-07-04,tip
eKp7lmofM-J4cVLO9jXUDg,Paninis are the best here!,ZygV0bo1lfQ1ZRnVc0Uwlw,0,2012-04-07,tip
sbvSyNtI7Sgp7k4qzf2reg,Great service and prices. Be sure to being your own shoes in when hemming!,GVW5F6Wk7HujShObdOKrKA,0,2013-05-09,tip
meRlMHoIBauazLnxRqIQVA,Great food. Great coffee. Friendly staff. We will be coming back.,21ZKuOC0o8vZglDeR41QLQ,0,2014-04-13,tip
_IgkrfJWQ0Gesnf5q1_vyA,They don't have a gas station :(,fdpSckVuIARSUdI9Us4C9A,0,2013-10-02,tip
OenOT-9gu5hb2JqcJSBQTQ,Ox tail after 11 yummy,OdKCcB8skRPVSk7yBGwang,0,2012-06-06,tip
_IjKfYOYG9CSiPY9UbudcA,Great sports book!,HMr_KN63f6MzM9h8Wije3Q,0,2014-02-02,tip
yNxdgWJoCwg3cdO-N03nhQ,"National chicken wing day! Ten wings or boneless, get another ten free! $5 Margaritas all day. Get the blueberry flavor",hoJfpvsj-hQfU7MM5_Eafg,0,2012-07-29,tip
indjPz0o4UDxdBkjMpZq3w,Nice friendly market,dsh91PoFIn_gHCFEM0okHw,0,2011-02-27,tip
LQBuXM4fuAcz7g4nz_OhQA,Smells good in here,cnugQPvKa5Mq0bHj145gjg,0,2012-03-01,tip
_IbCCi-yygZzCB_AQ2LbLQ,Drive-thru doughnuts!,Cp3uBbvW-K3PuebbIEQznA,0,2011-06-19,tip
gPHRj6WH-oTzyDf3R3zgkw,Fresh Guack,xhh72bIFefOaAxsj4vJJaA,0,2013-12-31,tip
sALB8-F04S9VcZMF_GkGUA,I'd rather do anything than go run right now.. No pain.. No gain.. Right???,k8Y7aXXA8BFcn5CillHFYw,0,2012-04-12,tip
vuUddBhwlrVijAAFvK5UTg,This place smells like sad,gtVQ_gwug7QQ4MW72T4jxA,0,2011-09-05,tip
6EoO-Dry59aqtjuuI_YE0Q,The North Phoenix Kiwanis meets at Mimi's on the second and forth mondays at 7am.,-WZIxGXJHMGidZXRhKxP3w,0,2011-04-25,tip
X5GbNXY_nNoa_vTZDD0aCA,They have Cape Cod potato chips here!,91bPfWMwLMDg08KDcRdV-Q,0,2012-08-08,tip
5fIdG5b-eQ6UtcCOwXSFgw,Nice staff! Cute set up! Used to be a salon so each dog has it's own booth :),RNa-dWpyrlrCK72LxVWl4Q,0,2013-12-11,tip
axZOyf9HgN1hUAMuWiq44Q,"Oh yeah. Unlimited wine, beer and champagne. No wonder the line was so long!",vxxMqBaAHuWdx4impsLSSA,0,2012-12-28,tip
OdsfcVr3jejVR2y_3rcVtQ,"Hipster? PBR is the first beer listed on the menu. Great crowd and beer, wine, and cocktail selection.",9OPheVf5o8sRcRHxJDl4-A,0,2011-06-03,tip
sk6g1G7W58DG-azdWfaWYg,"They are open at 6am apparently, oh god what am I doing here.",yW4XOMS4biiSXOwkbZ6wpA,0,2011-07-09,tip
hjnt6pPjRlCNkdAyzzYeug,Quick sell,zAv8Tn8ljL6iPAkoYeRnlw,0,2010-12-02,tip
YwMbUVItzd98Rt9yZNDGaQ,Super packed today!,bkm38p8gjvYqzNROj3oYrQ,0,2011-12-23,tip
v721TYO7DMiU5Dfd8tOnmQ,"THE MOST AMAZING CHIMICHANGAS EVER!! Chimi with machaca beef and red sauce is awesome. Service is great. However, they should have paid ME $21 to drink the margaritas... waste of money. Not a deal breaker though.",nQUsMhT7qY6pPMvTT6xGcQ,0,2013-08-31,tip
_4umSy_VSD8-a5zy-Ebhlw,Hummus...,l-Xv5Kmg2gilJI3-DGVCqw,0,2011-06-24,tip
Esi0LF6paDqj7W0LcDX4AA,We love it!,PZv6SPORD9ivj4jwKvGgjQ,0,2011-06-03,tip
Gs1qP4PO8rbxFxayY5F9fQ,Checking things out at this new place near The Lakes,ADTZPVMIYJN0jAvvHxcBMw,0,2011-11-03,tip
V1eM_3mGvAp-TEoRTAHwBg,Cinderella roll all the way!!!,ZxmKA8b7njab1DNzCEU4Ow,0,2013-05-26,tip
36EGeUpdSLBmfFd4zpjXGQ,Martini time !!!!,JhupPnWfNlMJivnWB5druA,0,2012-05-25,tip
0lXjMakFtAX_iVbKYOCsfQ,Lunch bento box price is very reasonable and yummy,Kur7YGwuw6CqnqEypNrOvQ,0,2014-03-29,tip
Z7OD2bcfN9zKE_27eIo0ZA,we came to drink!  With sweetness no doubt,41zxbLn6HZQfME3uWbyM4A,0,2013-01-21,tip
3EIDjnsjBFT2l8AQ6Am86Q,Don't be afraid to try the different flavors they have to offer.,kO4KdhObCD_hu4btny0SZw,0,2013-09-22,tip
1bgl4xVmMB7G7g55E0FjQA,The Fingerling Potatoes are amazing.,uKSX1n1RoAzGq4bV8GPHVg,0,2014-05-10,tip
WEXsw5ads44QmglVA-t1GQ,Keeping it Local as usual with Hop Knot IPA!,xsSnuGCCJD4OgWnOZ0zB4A,0,2011-08-26,tip
Tt88fGVlVMTGyQptdj4CBA,Soup soup soup.,7P9k2NQPeIyF1TkH5cKQVg,0,2012-09-11,tip
ddqduBK-kl_Csj9rTu7zLg,Happy hour :),-sC66z4SO3tR7nFCjfQwuQ,0,2012-04-08,tip
ZMfKzfion6BYRlOr4orV9g,"The hot and sour soup had chicken in it.  This gave it a deep poultry taste (unless the soup was getting old).  So, beware.",tBpcKHlBJTwRLq6Q2gv1KA,0,2013-05-21,tip
gjhzNm0IsviginUrPSUMpA,Un restaurante que se los recomiendo muy rica la comida y muy buena atención no dejen de ir.,mLH4DEWVcYVFHwsVNyb-uw,0,2013-08-05,tip
b0a6nLH0c8p5WJy1w7aO6Q,We are here. You are not.,_F2DNPjsqgkAd50zuX8dYQ,0,2011-10-16,tip
i11B-dULSghZ4MBYxC3k7Q,Ahh,tV97OH1LK00kUcX0Jig-sQ,0,2011-07-24,tip
dyHQczZMlEYJYBB0SBb6VQ,New management and new menu! Try the pie!,Az85N0Z4OKxOAzGdigi1nA,0,2010-07-21,tip
BQ1TErF37j8MHRsIZ3DHyQ,"One of my favorite lunch joints. Clean, healthy, quick and perfect portions at a reasonable price. Blackened chicken chipotle wrap is my staple, Fries are very good! I hear the breakfast is out of this world. Definitely check them out!",NbqbD0vR84L3VN59J41ePg,0,2013-07-02,tip
1diI7PX0AxbbtiUB7nPbuQ,Always great!,eFA9dqXT5EA_TrMgbo03QQ,0,2011-11-15,tip
t9wQj-JMfNJUkNFeVhpq6g,"Delicious, fresh and always friendly.",azLb_kP6VHKSF0dMTfc3rA,0,2013-10-14,tip
zKTqNY8sJqUTASwwt57lSw,This place is awesome!,DkSFrA_iU97PmBdjLnIwqA,0,2014-03-28,tip
qXTNMMcffaB32BAfE8viYA,"Best location, Robert is super cool. my support team while the girls were at banner thunderbird. Bob Marley does it",5iYdwupq9xiko0PCUAY6hg,0,2013-11-19,tip
rApY2LIm3QQJRR2PPJGR8w,Bon qui qui is taking orders. Rude!,Fh6OndE60vzvyhCX1Wg7Aw,0,2011-02-19,tip
gvh1OPQoiumSYdDabKmZMA,Brazed pork shoulder is badass,qhHwbSltc8MSm64vj3wcgg,0,2012-07-30,tip
JIr-fCHgwLtp_xHucJOTRA,I'm pretty sure I'm mentioned this before but it bares repeating. Apple cinnamon muffins are the s@$t here!,8H1DwdAAgSBtwDeb2R-hmA,0,2012-04-14,tip
QMTQNQmp4hQ2o6hkRX_Uxg,Check ur meat its never done!,Ff5EQaubJXnl-_um84_bSA,0,2013-08-30,tip
lVtYrJy6Obq42graddoKrA,"With Patty, Mom & Dad",-584fn2GxYe9sLsgN2WeQA,0,2012-02-24,tip
aEAyZQI9lN1vAut-K8ihqA,Bomb strawberry colada,o4AeSbLE0zNSxGNEdJ95Yw,0,2013-03-29,tip
qO_SuKGhAEGaSIhwUMT0cw,Neil Hamberger,q9_N4b26UhGAYicjueUinQ,0,2010-10-17,tip
rzx4L2zDC7U6Fxc_i0biAQ,"My New favorite sushi place. Caterpillar, Heart Attack, & Mexican among my favorite rolls.",cJbaH81HP6r0eHDy8_738Q,0,2013-04-09,tip
qb3lltSzKhTSL2jbc9HqyQ,Check out the free live music on Friday nights,QB1dMlATwesPf6rrJGLQww,0,2013-10-25,tip
oOayyTrVO-PbVeXXsh_JEQ,Valentine's Day Specials!,8MT1-gmaxyyee7kZp0a85g,0,2014-01-26,tip
BWo7K_QGZCO2PG1osiwRuQ,Like the M&M store in Vegas for kids!!,jcMwUkEOER1yLcmLFz0ksA,0,2012-07-11,tip
paNeUaL0omjx7FeVkxHGuA,"This place is great! So many juices to choose from.. If they don't have it, ask.. They have a master juice maker there",-WvVU2YMTkcjjmuoTq5zjQ,0,2013-09-07,tip
R6TxOULUEMSq1-7P0w6kTA,"If you like spice, Thai hot is the way to go",1621ir5mjVgbHwxCbMAEjg,0,2012-04-28,tip
LuXmwayVAlcwreN3sH7MzQ,It's nice to see my friend Melissa after so long!,Xmcr6VtUk_01fTwkTKrrQw,0,2013-02-08,tip
r6tZk8doEJ9bjaIGeOP-Ug,Favorite spot to get freshened up!,yEcd-Tu1gHDu6mruYkpVqg,0,2012-10-02,tip
_hvgdMsrfNQzwv_3jnx4LA,Chipotle Black Bean Burger and Berry Mango Arnold Palmer. Suggestions from Bo our mohawk wearing server-Awesome!,1Duul3qCnLrNak1Np-iHfw,0,2011-10-14,tip
ylyVSS7H5NJPpu90swck3A,Leaves were falling into our salsa but the garden is so lovely we didn't even mind. Really good habanero hot sauce...,Cd6B3ErSmNwTjDlju_lU3g,0,2012-01-04,tip
1YDSbx7ctcEvC3ftrLhM5A,The breakfast potatoes here were a real flavor sensation suprise of tasteness!,o3UxKDqQVZ_8mlO1eZ7JIg,0,2013-08-25,tip
nHN5HEl6NJp3vpS8Hut6ZA,Amazing!!!,KPoTixdjoJxSqRSEApSAGg,0,2014-07-26,tip
6uy2Z9JL2KmC6C0lR0uhDg,Sad at the loss of Rotisserie Chicken from the menu.,m7IEMSzrR8KPjCsLEqOobA,0,2012-07-29,tip
VotuxxTpmRLxUdqkiOEinw,Kids need food!!!,JsPe2EU2oP5eGyEkX1tYLw,0,2012-01-01,tip
u-KVMGXwkeOhZqxzi8UmOQ,Getting back to it!,aleuKjKh-A0vI5kkEvMQzg,0,2011-03-21,tip
ieedJDaFFhzEKjDhtyl-6g,Smiths rotisserie chicken is better than Albertsons.,qGnH2FnIYTGeLbDe-t7t6A,0,2013-05-07,tip
4p29rLdEcaq4aJzVD7-7-A,Wisconsin Bomb shot. Trust me.,FHqwLwpLjUjeLP-IdG_o_w,0,2010-08-23,tip
RANlQmv1ed_6HLis7mB-LA,The curry smells incredible upon entrance,BVCDPqlHMDPLWn9EhdDXNg,0,2014-02-09,tip
omZ88Wmd7_334n4wZ9u53w,Only place to eat for a last meal. A Vegas must do!,8buIr1zBCO7OEcAQSZko7w,0,2011-03-11,tip
OmxFq2Hqgw8yhjCvH3xecw,Picken' up Debs her fav dish. :-),wzIPW_XyKc2DBWdOUM5hlQ,0,2010-10-16,tip
tpwnL1pcYSqHuhLYq8TZeQ,Healthy yay,2e2e7WgqU1BnpxmQL5jbfw,0,2011-10-14,tip
NPdBozBZwsi_QLB-QZ7C9A,Just ate at their mexican grill restaurant both our meals were delicious chicken sandwich & a burger,vT12uXtdBQ10_lUcl-M40w,0,2014-04-18,tip
jnY4pDBHEAKH8eppppK9Dw,We will see..........,zZXLeL6fXP7LlhJ73-c20Q,0,2012-11-28,tip
WefpnyFUItbvLZSbpXV7cg,Carne Asada Nachos are great,hLAWdi804nVfTLF7T0rB1Q,0,2013-03-07,tip
bIiS_1XqwsuFRuo41Rrg0w,"Good place to eat after a hangover. Don't get the salad. The Nachos, tortilla soup & guacamole are delish. The Nachos are great for 2 people. The guacamole looks great. It looks fresh and home made. I like that. I just wish that for the price of the guacamole it would be a larger portion. Carlos the waiter is great! He is very friendly and helpful..",yJDSMugu_Pom3pJE8MRrJA,0,2013-03-23,tip
uCep3az_VaZqIjQ5QdhBSg,Visit the day of your birthday and you'll get your celebratory meal for FREE ($10 limit),5VMajxduxfLPSyQkVFKESg,0,2013-02-09,tip
8DdcyZR-THOgH60bIyEnfg,Dranks,bUmUO3YWae75FRdUeCZnPg,0,2011-06-02,tip
LTOdEFSom3MVSGGlWD2pOw,First time here. Can't wait...,gWRJ_Zyl2gtx_pCNTKnG2A,0,2011-07-11,tip
ia1nTRAQEaFWv0cwADeK7g,Fresh bread and cheap food,4OH2tMl8Qcebshi2rUTz-g,0,2011-05-24,tip
Im7vLfXztluHCl2ofxkP9g,Got The Weeknd on playlist Leggo!!,CsNOg-u_wCuXSt9Z-xU92Q,0,2012-01-18,tip
Ge0wgtg0qExBwk4I_pNIEg,"Friendly staff, clean environment",h83afVKqwBlA-zOu_vdtEw,0,2014-05-19,tip
am9yAm4Ph7yk81sFkHlxig,"Was just asked if I was over 21, jayson laughed a little to loud....",kr3EFhoSwbJPrL_e_RD39g,0,2012-08-02,tip
rRiBDH2U_IlydXTh2a81Rg,thai tea gelato was the best thing here.,zt1TpTuJ6y9n551sw9TaEg,0,2013-08-14,tip
90a6z--_CUrl84aCzZyPsg,Happy Hour specials here rock!,VhraACjnyT90dKMCtxdl1A,0,2011-01-18,tip
6SUdWJu47ZhfAQZnvitgkA,"Ugh, my iced caramel macchiato taste weird. The usually are on point. #sadface",PfzhSgvJ4z1gLMPhiEO3Cw,0,2013-09-25,tip
am9yAm4Ph7yk81sFkHlxig,Ariel dance workshop!,uUgi_xMxJBkEpSCTyogl_w,0,2012-01-29,tip
