business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
IaKKCKMtXAtcOta8yzlN6g,"10645 N Tatum Blvd
Ste 200-420
Phoenix, AZ 85028","{'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Monday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}}",TRUE,"['Real Estate Agents', 'Real Estate Services', 'Property Management', 'Home Services', 'Real Estate']",Phoenix,8,VW Team with PropertyAZ,[],-111.9777827,AZ,5,33.5841223,{'Accepts Credit Cards': True},business
gcY4e5P1aac-Cj0NePNmPQ,"4912 S Eastern Ave
Southeast
Las Vegas, NV 89119",{},TRUE,"['Mexican', 'Restaurants']",Las Vegas,3,Taco Ole,['Southeast'],-115.1179154,NV,3,36.0993008,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Attire': 'casual', 'Outdoor Seating': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
8d1_pRICU16paEa94ey_1g,"6011 W Thunderbird Rd
Glendale, AZ 85306",{},TRUE,"['Active Life', 'Parks']",Glendale,10,Thunderbird Paseo Park,[],-112.1875204,AZ,4,33.6107143,{'Good for Kids': True},business
0lEp4vISRmOXa8Xz2pWhbw,"1935 E Camelback Rd
Phoenix, AZ 85016","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",TRUE,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",Phoenix,145,Cafe Zupas,[],-112.041489,AZ,4,33.508736,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
8dlyEiypNYB0sVfdzQll3A,"2320 N 32nd St
Phoenix, AZ 85008",{},TRUE,"['Mexican', 'Restaurants']",Phoenix,30,Tacos Sahuayo,[],-112.0131473,AZ,4.5,33.4738413,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': False, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
NxAdj_1cIIKJVs-lnWA9oQ,"701 E Bethany Home Road
Phoenix, AZ 85014",{},TRUE,"['Food', 'Grocery']",Phoenix,3,Circle K Stores,[],-112.064685,AZ,3.5,33.523427,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
Uq-CbM_mzwSz1EEJCu4ESA,"9828 W Northern Ave
Ste 1780
Peoria, AZ 85345",{},TRUE,"['Lingerie', 'Shopping', 'Fashion', 'Accessories']",Peoria,5,Victoria's Secret,[],-112.2705612,AZ,4,33.5514434,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
ItMihRR-t810HgctGofF3g,"Optima Camelview Complex
7147 E Highland Ave
Scottsdale, AZ 85251","{'Monday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",FALSE,"['Gluten-Free', 'American (New)', 'Vegan', 'Restaurants']",Scottsdale,159,Nourish,[],-111.9264364,AZ,3.5,33.50619044,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
AtA596WjnGt5BgFpVbtBqg,"Grand Canyon
Phoenix, AZ 85017",{},TRUE,"['Landmarks & Historical Buildings', 'Public Services & Government']",Phoenix,6,Skywalk,[],-112.1298975,AZ,3,33.5095568,{},business
#NAME?,"2121 N 83rd Ave
Phoenix, AZ 85035",{},FALSE,"['Arts & Entertainment', 'Nightlife', 'Music Venues']",Phoenix,25,Cricket Wireless Pavilion,[],-112.232875,AZ,3.5,33.470823,"{'Price Range': 2, 'Alcohol': 'full_bar', 'Good For Dancing': True, 'Noise Level': 'very_loud', 'Coat Check': True, 'Has TV': True, 'Happy Hour': False, 'Music': {'video': False, 'live': True, 'dj': False, 'jukebox': False}, 'Outdoor Seating': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
HBkw1gWBj1eg5EdCigsSow,"8558 W Lake Mead Blvd
Summerlin
Las Vegas, NV 89128",{},TRUE,"['Barbers', 'Beauty & Spas']",Las Vegas,4,South Shore Barber Shop,['Summerlin'],-115.2797267,NV,3.5,36.1984025,{},business
S4kuNIvOCbiylaGLwY2aHw,"7677 N 16th St
Phoenix, AZ 85021","{'Monday': {'close': '20:00', 'open': '09:00'}, 'Tuesday': {'close': '20:00', 'open': '09:00'}, 'Friday': {'close': '20:00', 'open': '09:00'}, 'Wednesday': {'close': '20:00', 'open': '09:00'}, 'Thursday': {'close': '20:00', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '09:00'}, 'Saturday': {'close': '20:00', 'open': '09:00'}}",TRUE,"['Beauty & Spas', 'Gyms', 'Medical Spas', 'Health & Medical', 'Fitness & Instruction', 'Active Life', 'Day Spas', 'Restaurants']",Phoenix,9,Tocasierra Spa and Fitness,[],-112.0474569,AZ,3.5,33.5478355,"{'Price Range': 3, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'By Appointment Only': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Wheelchair Accessible': True}",business
mzotSaJNpWydcoVX7sr4qw,"3655 Las Vegas Blvd
The Strip
Las Vegas, NV 89109","{'Tuesday': {'close': '04:30', 'open': '22:00'}, 'Friday': {'close': '04:00', 'open': '22:00'}, 'Wednesday': {'close': '04:00', 'open': '22:00'}, 'Thursday': {'close': '04:00', 'open': '22:00'}, 'Sunday': {'close': '04:30', 'open': '22:00'}, 'Saturday': {'close': '04:00', 'open': '22:00'}}",TRUE,"['Nightlife', 'Dance Clubs']",Las Vegas,238,Chateau Nightclub & Gardens,['The Strip'],-115.171353,NV,3,36.113107,"{'Price Range': 3, 'Alcohol': 'full_bar', 'Good For Dancing': True, 'Noise Level': 'very_loud', 'Coat Check': True, 'Has TV': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'Happy Hour': True, 'Music': {'dj': True, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}, 'Outdoor Seating': True, 'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'Ages Allowed': '21plus', 'Smoking': 'yes', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
NRut8KNbrFTxp3h5rW2_Vw,"7055 Windy St
Southeast
Las Vegas, NV 89119","{'Monday': {'close': '20:00', 'open': '11:00'}, 'Tuesday': {'close': '20:00', 'open': '11:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}, 'Thursday': {'close': '20:00', 'open': '11:00'}, 'Sunday': {'close': '16:00', 'open': '09:00'}, 'Saturday': {'close': '16:00', 'open': '09:00'}}",TRUE,"['Event Planning & Services', 'Party & Event Planning']",Las Vegas,5,Sport-Social,['Southeast'],-115.1778412,NV,5,36.06092834,{'Accepts Credit Cards': True},business
uRFN1CH9l9JVMkpq6Bai6A,"4856 S Eastern Ave
Eastside
Las Vegas, NV 89119","{'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Saturday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}}",TRUE,"['Specialty Schools', 'Beauty & Spas', 'Hair Salons', 'Day Spas', 'Cosmetology Schools', 'Education']",Las Vegas,76,Aveda Institute Las Vegas,['Eastside'],-115.1175308,NV,3.5,36.10118866,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 1}",business
sBcflBh12vwMWXWPqCnuPA,"4300 Meadows Lane
Westside
Las Vegas, NV 89107",{},TRUE,"['Shopping', 'Mobile Phones']",Las Vegas,5,T-Mobile,['Westside'],-115.1966896,NV,4,36.1722752,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
iOSefhPvjKEhJZSYDq81Kg,"100 W Washington
Ste 1900
Phoenix, AZ 85003",{},TRUE,['Public Services & Government'],Phoenix,6,Maricopa County Sheriff's Office,[],-112.0756209,AZ,3.5,33.4486486,{},business
ulwQfFPpJhUSjyWCTv4pdg,"15030 N Tatum Blvd
Phoenix, AZ 85032",{},TRUE,"['Beauty & Spas', 'Nail Salons']",Phoenix,22,Paradise Nails,[],-111.978418,AZ,3.5,33.62365,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
C5u1iFCgPp5wENbxaqIQPA,"1177 W Laredo Ave
Gilbert, AZ 85233",{},TRUE,"['Videographers', 'Event Planning & Services']",Gilbert,3,Simply Cinema,[],-111.815101,AZ,3,33.342723,{'Accepts Credit Cards': True},business
1eCvpgvB4QA-0fSwb8-5Dw,"7054 E Cochise Rd
Scottsdale, AZ 85253","{'Monday': {'close': '17:00', 'open': '07:00'}, 'Tuesday': {'close': '17:00', 'open': '07:00'}, 'Friday': {'close': '14:00', 'open': '07:00'}, 'Wednesday': {'close': '17:00', 'open': '07:00'}, 'Thursday': {'close': '17:00', 'open': '07:00'}, 'Saturday': {'close': '12:00', 'open': '07:00'}}",TRUE,"['Health & Medical', 'Dentists', 'General Dentistry', 'Cosmetic Dentists']",Scottsdale,14,Just Smiles,[],-111.92912,AZ,5,33.580817,{'By Appointment Only': False},business
uAVXeASB8STR0QLaJgEuGw,"2981 Triverton Pike Dr
Fitchburg, WI 53711","{'Monday': {'close': '22:00', 'open': '10:30'}, 'Tuesday': {'close': '22:00', 'open': '10:30'}, 'Friday': {'close': '22:00', 'open': '10:30'}, 'Wednesday': {'close': '22:00', 'open': '10:30'}, 'Thursday': {'close': '22:00', 'open': '10:30'}, 'Sunday': {'close': '22:00', 'open': '10:30'}, 'Saturday': {'close': '22:00', 'open': '10:30'}}",TRUE,['Restaurants'],Fitchburg,12,Noodles & Company,[],-89.4290704,WI,3,43.0162463,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
sV829t4bqji78nNvDV16bA,"1350 E Flamingo Road
Suite 19
Eastside
Las Vegas, NV 89119",{},TRUE,"['Beauty & Spas', 'Nail Salons']",Las Vegas,10,4 Your Nails,['Eastside'],-115.135068,NV,3,36.11543,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
cexR4j7jfgnTMbbb_YEDWg,"9635 W Peoria Ave
Peoria, AZ 85345","{'Monday': {'close': '02:00', 'open': '06:00'}, 'Tuesday': {'close': '02:00', 'open': '06:00'}, 'Friday': {'close': '02:00', 'open': '06:00'}, 'Wednesday': {'close': '02:00', 'open': '06:00'}, 'Thursday': {'close': '02:00', 'open': '06:00'}, 'Sunday': {'close': '02:00', 'open': '06:00'}, 'Saturday': {'close': '02:00', 'open': '06:00'}}",TRUE,"['Bars', 'Sports Bars', 'Nightlife']",Peoria,10,Deli Sports Bar,[],-112.2658688,AZ,4,33.5799293,"{'Price Range': 1, 'Alcohol': 'full_bar', 'Good For Dancing': False, 'Noise Level': 'average', 'Coat Check': False, 'Has TV': True, 'Happy Hour': True, 'Music': {'video': False, 'live': False, 'dj': False, 'jukebox': True}, 'Outdoor Seating': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Smoking': 'outdoor', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
ILqGAABYPABjjM832eoCdw,"John Lewis
3 St James' Place
New Town
Edinburgh EH1 3SP",{},TRUE,"['Coffee & Tea', 'Food', 'Cafes', 'Chocolatiers & Shops', 'Specialty Food', 'Event Planning & Services', 'Hotels & Travel', 'Hotels', 'Restaurants']",Edinburgh,3,Hotel Chocolat,['New Town'],-3.188434057,EDH,4,55.95579517,{'Good for Kids': False},business
DxUn-ukNL27GOuwjnFGFKA,"9393 N 90th St
Ste 116
Scottsdale, AZ 85258","{'Monday': {'close': '14:00', 'open': '11:30'}, 'Tuesday': {'close': '14:00', 'open': '11:30'}, 'Friday': {'close': '14:00', 'open': '11:30'}, 'Wednesday': {'close': '14:00', 'open': '11:30'}, 'Thursday': {'close': '14:00', 'open': '11:30'}, 'Sunday': {'close': '21:00', 'open': '17:00'}, 'Saturday': {'close': '22:00', 'open': '17:00'}}",TRUE,"['Sushi Bars', 'Japanese', 'Restaurants']",Scottsdale,280,Hiro Sushi,[],-111.886606,AZ,4.5,33.5705669,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Good for Kids': True, 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good For Kids': False, 'Good For Groups': True, 'Price Range': 2}",business
uVNhjZbAjraiidicvedEnQ,"170 University Avenue W
Unit 37
Waterloo, ON N2L 3E9","{'Monday': {'close': '22:00', 'open': '10:00'}, 'Tuesday': {'close': '22:00', 'open': '10:00'}, 'Friday': {'close': '22:00', 'open': '10:00'}, 'Wednesday': {'close': '22:00', 'open': '10:00'}, 'Thursday': {'close': '22:00', 'open': '10:00'}, 'Sunday': {'close': '22:00', 'open': '10:00'}, 'Saturday': {'close': '22:00', 'open': '10:00'}}",TRUE,"['Chinese', 'Restaurants']",Waterloo,13,Waterloo Sogo Restaurant,[],-80.53630829,ON,3.5,43.4748473,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': False, 'Good for Kids': True, 'Good For Groups': False, 'Price Range': 1}",business
q1L1n2TOI8QsLPfvj4IXbA,"5465 Camino Al Norte
North Las Vegas, NV 89031",{},TRUE,"['Fast Food', 'Restaurants']",North Las Vegas,11,Sonic,[],-115.154172,NV,4,36.258925,"{'Take-out': True, 'Wi-Fi': 'no', 'Drive-Thru': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
aqoRViIivCPW4uOlyBvuWQ,"9788 W Northern Ave
Peoria, AZ 85345","{'Monday': {'close': '20:00', 'open': '23:00'}, 'Tuesday': {'close': '20:00', 'open': '23:00'}, 'Friday': {'close': '22:00', 'open': '23:00'}, 'Wednesday': {'close': '20:00', 'open': '23:00'}, 'Thursday': {'close': '20:00', 'open': '23:00'}, 'Sunday': {'close': '18:00', 'open': '23:00'}, 'Saturday': {'close': '22:00', 'open': '23:00'}}",FALSE,"['Food', 'Beer, Wine & Spirits', 'Bars', 'Nightlife', 'Wine Bars']",Peoria,5,WineStyles,[],-112.2707018,AZ,4,33.5515304,"{'Price Range': 2, 'Alcohol': 'beer_and_wine', 'Good For Dancing': False, 'Coat Check': False, 'Outdoor Seating': False, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
RVk66xPhoKMwW1f8kcF4TQ,"1212 S McClintock Dr
Tempe, AZ 85281",{},TRUE,"['Car Wash', 'Automotive']",Tempe,3,Sun Devil Car Wash Co,[],-111.9091024,AZ,3,33.4151304,{},business
1Ah078abmmHwdSksI_RyGg,"6315 E Southern Avenue
Mesa, AZ 85206",{},TRUE,"['Shopping', 'Home & Garden', 'Furniture Stores']",Mesa,7,The Roomstore,[],-111.694992,AZ,2.5,33.392652,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
