checkin_info,type,business_id
"{'21-1': 1, '13-5': 3, '21-4': 4, '13-0': 1, '20-0': 2, '21-3': 1, '16-3': 1, '15-1': 2, '15-0': 7, '15-3': 4, '15-2': 3, '15-5': 1, '15-4': 2, '15-6': 1, '18-0': 3, '18-1': 4, '18-2': 2, '18-3': 2, '18-4': 4, '18-5': 1, '18-6': 1, '14-4': 1, '14-5': 2, '14-6': 1, '14-0': 6, '14-1': 1, '14-2': 6, '14-3': 2, '13-3': 2, '16-6': 3, '16-4': 1, '19-4': 1, '16-5': 4, '19-0': 2, '19-3': 3, '19-2': 3, '11-5': 3, '11-4': 2, '13-1': 1, '11-6': 2, '10-0': 2, '11-0': 1, '11-3': 1, '11-2': 1, '12-6': 2, '17-4': 2, '12-2': 3, '12-0': 3, '9-0': 1, '9-5': 1, '9-4': 1, '9-6': 1, '20-1': 2, '10-4': 1, '7-1': 1, '20-2': 2, '20-5': 3, '20-4': 3, '20-6': 1, '16-2': 2, '17-6': 2, '16-0': 2, '16-1': 4, '17-3': 1, '17-2': 2, '17-1': 6, '17-0': 4, '8-4': 1, '21-5': 1, '10-3': 1, '21-0': 1, '20-3': 3, '21-2': 1, '13-6': 1}",checkin,LBBjj_GqVSiNnMAwXY-VvA
"{'19-4': 1, '19-1': 1, '18-2': 1, '14-6': 1, '11-5': 1, '17-5': 2, '22-4': 1, '13-6': 1, '13-5': 1, '21-4': 1, '12-4': 1, '12-5': 1, '12-2': 1, '21-6': 1, '12-1': 1}",checkin,y3V2jqKmvWjyo9Mc-Ipn4g
"{'22-6': 3, '22-5': 4, '22-4': 2, '22-3': 1, '22-2': 1, '22-1': 4, '22-0': 5, '19-5': 8, '19-4': 5, '19-6': 7, '19-1': 16, '19-0': 14, '19-3': 17, '19-2': 20, '11-5': 10, '11-4': 46, '11-6': 8, '11-1': 106, '11-0': 92, '11-3': 105, '11-2': 103, '12-6': 11, '12-4': 30, '12-5': 16, '12-2': 85, '12-3': 72, '12-0': 76, '12-1': 66, '16-2': 28, '16-3': 28, '16-0': 30, '16-1': 16, '16-6': 6, '16-4': 17, '7-2': 14, '21-4': 6, '21-5': 4, '21-6': 7, '21-0': 1, '21-1': 11, '21-2': 15, '21-3': 5, '20-2': 17, '7-6': 2, '20-6': 1, '15-1': 66, '15-0': 41, '15-3': 41, '15-2': 45, '15-5': 11, '15-4': 15, '15-6': 7, '18-0': 24, '18-1': 31, '18-2': 44, '18-3': 14, '18-4': 16, '18-5': 7, '18-6': 7, '16-5': 10, '6-6': 1, '6-4': 1, '6-5': 1, '6-2': 1, '6-1': 2, '8-4': 44, '8-5': 16, '8-6': 5, '8-0': 88, '8-1': 103, '8-2': 112, '8-3': 91, '20-1': 2, '23-2': 2, '23-0': 3, '23-1': 3, '23-6': 2, '23-4': 2, '23-5': 1, '20-3': 7, '0-4': 1, '0-5': 1, '0-6': 2, '0-0': 6, '2-5': 1, '13-3': 55, '13-2': 60, '13-1': 40, '13-0': 68, '13-6': 18, '13-5': 10, '13-4': 41, '9-1': 105, '9-0': 102, '9-3': 93, '9-2': 108, '9-5': 16, '9-4': 63, '9-6': 10, '7-3': 23, '20-0': 10, '7-1': 31, '7-0': 14, '20-5': 4, '20-4': 8, '7-5': 3, '7-4': 14, '17-6': 11, '17-5': 10, '17-4': 11, '17-3': 34, '17-2': 44, '17-1': 29, '17-0': 26, '10-0': 57, '10-1': 80, '10-2': 76, '10-3': 69, '10-4': 29, '10-5': 9, '10-6': 6, '0-3': 1, '14-4': 27, '14-5': 20, '14-6': 11, '14-0': 67, '14-1': 63, '14-2': 60, '14-3': 45, '5-5': 1, '3-4': 1}",checkin,7iuHMJqKHzg3vZPHg3OeBw
"{'5-2': 1, '7-0': 1, '22-6': 1, '13-1': 1, '16-6': 1, '18-5': 1, '18-6': 1}",checkin,kQq6OFvlK5GfLrdWN-tfTA
"{'19-5': 1, '16-3': 1, '11-6': 1, '10-5': 1, '16-5': 1}",checkin,Irgfa9S7wISsCcn8dWe4XA
"{'16-3': 1, '9-4': 1, '10-5': 1}",checkin,ght3bQhRGx_EHScga-Hiqw
"{'18-0': 1, '14-6': 1, '11-6': 1, '18-6': 1}",checkin,zwFpOl3BNBazrdXynuQb-A
"{'19-4': 1, '20-3': 1, '15-2': 1, '3-3': 1, '19-2': 1, '18-0': 1, '11-4': 1, '18-4': 1, '18-6': 1, '14-5': 1}",checkin,-xy6UqFEJkxXdWT9vv3hIA
"{'9-2': 1, '18-3': 1, '8-5': 2, '11-5': 1, '13-2': 1, '11-6': 1, '13-0': 1, '16-4': 1, '16-5': 2, '10-1': 1, '10-2': 2, '17-4': 1, '14-0': 1, '13-6': 1}",checkin,x7pStpT09Tdc8d7oRU0Tmw
"{'22-5': 6, '22-4': 2, '22-3': 1, '22-2': 2, '22-1': 1, '22-0': 2, '19-5': 15, '19-4': 10, '19-6': 10, '19-1': 10, '19-0': 5, '19-3': 14, '19-2': 6, '11-5': 13, '11-4': 13, '11-6': 8, '11-1': 1, '11-0': 3, '11-3': 7, '11-2': 7, '12-6': 17, '12-4': 17, '12-5': 17, '12-2': 5, '12-3': 10, '12-0': 4, '12-1': 9, '16-2': 6, '16-3': 7, '16-0': 8, '16-1': 6, '16-6': 15, '16-4': 15, '16-5': 16, '21-4': 9, '21-5': 12, '21-6': 4, '21-0': 2, '21-1': 2, '21-2': 3, '21-3': 4, '20-2': 4, '15-1': 5, '15-0': 7, '15-3': 8, '15-2': 8, '15-5': 26, '15-4': 10, '15-6': 12, '18-0': 4, '18-1': 11, '18-2': 9, '18-3': 10, '18-4': 11, '18-5': 12, '18-6': 9, '8-5': 3, '8-3': 1, '20-1': 3, '23-5': 1, '7-2': 1, '13-3': 12, '13-2': 11, '13-1': 13, '13-0': 8, '13-6': 17, '13-5': 19, '13-4': 41, '9-0': 1, '9-2': 1, '9-5': 3, '9-4': 8, '9-6': 1, '7-3': 1, '20-0': 5, '20-3': 5, '7-0': 2, '20-5': 12, '20-4': 6, '7-5': 1, '20-6': 4, '17-6': 9, '17-5': 18, '17-4': 26, '17-3': 17, '17-2': 12, '17-1': 11, '17-0': 7, '10-0': 2, '10-1': 1, '10-2': 2, '10-3': 1, '10-4': 4, '10-5': 9, '10-6': 2, '14-4': 17, '14-5': 20, '14-6': 20, '14-0': 17, '14-1': 8, '14-2': 6, '14-3': 7, '1-6': 1, '5-2': 1}",checkin,8YIjVRRk30INSm4S0QAoWQ
"{'13-5': 1, '11-2': 1, '10-1': 1, '23-3': 2, '15-0': 2, '15-5': 2, '18-0': 1, '22-6': 1, '18-4': 1, '18-5': 1, '23-4': 1, '23-5': 1, '14-5': 2, '14-6': 2, '0-5': 2, '0-1': 1, '19-5': 1, '19-4': 1, '19-3': 3, '13-3': 3, '11-0': 2, '11-3': 1, '13-4': 1, '12-4': 1, '12-5': 1, '12-0': 1, '9-3': 1, '10-4': 1, '20-5': 1, '20-4': 1, '20-6': 1, '17-6': 1, '17-4': 1, '17-3': 1, '10-0': 1, '21-5': 1, '21-0': 1}",checkin,CoHBmblS6DNCx4yH69jiug
"{'11-3': 2, '13-4': 1, '11-4': 2, '15-0': 3, '15-3': 1, '15-2': 2, '15-5': 5, '15-4': 2, '15-6': 3, '18-0': 1, '18-2': 1, '17-4': 1, '18-4': 1, '18-5': 1, '14-5': 6, '14-0': 2, '14-2': 1, '17-2': 1, '17-3': 1, '9-0': 2, '17-0': 2, '19-0': 2, '13-3': 2, '13-2': 4, '13-1': 1, '13-0': 1, '11-1': 2, '13-6': 1, '13-5': 6, '11-2': 4, '9-5': 2, '12-4': 1, '12-5': 4, '12-2': 1, '12-3': 1, '12-0': 1, '9-1': 1, '11-5': 4, '9-3': 1, '8-6': 1, '9-4': 1, '9-6': 2, '7-5': 1, '3-0': 1, '16-2': 2, '17-5': 1, '16-1': 2, '16-6': 3, '8-2': 1, '16-4': 2, '16-5': 3, '8-4': 3, '8-5': 4, '10-2': 1, '10-3': 2, '8-1': 2, '10-6': 2}",checkin,f9S7DIYWEOCtAx1N2mffBA
"{'9-1': 1, '9-5': 1, '9-6': 1, '15-0': 1, '19-3': 1, '11-6': 1, '16-6': 1, '17-2': 1, '13-5': 1, '12-3': 1, '10-6': 1}",checkin,-4LK9QCvjsd3ykZ0vSNyng
"{'18-4': 1, '13-5': 7, '11-6': 2, '11-2': 5, '10-1': 4, '21-0': 1, '16-4': 1, '10-6': 2, '17-6': 1, '15-1': 6, '15-0': 5, '15-3': 1, '15-2': 2, '15-5': 7, '15-4': 5, '7-2': 1, '15-6': 11, '18-0': 2, '18-1': 1, '18-3': 2, '23-6': 1, '21-5': 1, '14-4': 2, '14-5': 5, '14-6': 12, '14-0': 2, '14-1': 4, '14-2': 1, '14-3': 3, '16-6': 6, '10-0': 1, '9-0': 1, '13-2': 1, '11-3': 3, '13-3': 4, '11-4': 3, '13-1': 6, '13-0': 4, '11-1': 5, '11-0': 4, '13-6': 4, '13-4': 6, '12-6': 6, '12-4': 1, '12-5': 9, '12-2': 4, '12-3': 9, '12-0': 6, '12-1': 3, '9-1': 2, '11-5': 7, '9-3': 3, '9-2': 1, '9-5': 5, '9-4': 5, '9-6': 2, '10-4': 6, '17-4': 5, '8-1': 1, '16-2': 5, '16-3': 1, '16-0': 3, '16-1': 2, '17-3': 2, '17-2': 4, '17-1': 2, '16-5': 5, '8-4': 2, '8-5': 3, '10-2': 6, '10-3': 2, '8-0': 1, '10-5': 8, '21-2': 1, '8-3': 2}",checkin,6YbF8_YCRDPXU0_iwh-sZA
"{'13-4': 1, '6-3': 2, '20-0': 1, '15-1': 1, '15-0': 1, '15-2': 3, '10-4': 3, '15-4': 1, '21-1': 1, '18-0': 1, '18-1': 1, '18-2': 8, '18-3': 5, '18-4': 1, '14-2': 2, '14-3': 2, '19-0': 1, '19-2': 1, '11-5': 1, '13-1': 1, '13-0': 2, '11-1': 1, '11-0': 3, '11-3': 2, '11-2': 3, '12-2': 8, '12-3': 4, '12-0': 11, '6-1': 1, '9-1': 4, '13-3': 1, '9-3': 3, '9-2': 2, '5-1': 1, '7-3': 4, '7-2': 3, '7-1': 9, '7-0': 1, '8-1': 7, '16-2': 2, '16-0': 1, '16-1': 2, '17-3': 6, '17-2': 8, '17-0': 5, '10-1': 2, '10-2': 3, '10-3': 1, '8-0': 1, '10-5': 1, '8-2': 2, '8-3': 8}",checkin,-EOZn5fbMKUo_3QEDFfedQ
"{'22-4': 3, '19-5': 6, '19-4': 9, '19-6': 10, '19-1': 5, '19-0': 7, '19-3': 7, '19-2': 9, '11-5': 13, '11-4': 22, '11-6': 14, '11-1': 18, '11-0': 7, '11-3': 20, '11-2': 20, '12-6': 29, '12-4': 22, '12-5': 29, '12-2': 14, '12-3': 17, '12-0': 19, '12-1': 25, '16-2': 10, '16-3': 4, '16-0': 3, '16-1': 6, '16-6': 9, '16-4': 2, '16-5': 8, '21-4': 3, '21-5': 2, '21-6': 3, '21-0': 2, '21-1': 2, '21-2': 2, '21-3': 1, '15-1': 5, '15-0': 7, '15-3': 6, '15-2': 6, '15-5': 10, '15-4': 3, '15-6': 8, '18-0': 7, '18-1': 6, '18-2': 14, '18-3': 12, '18-4': 6, '18-5': 11, '18-6': 11, '8-6': 1, '8-1': 1, '0-2': 1, '13-3': 14, '13-2': 11, '13-1': 14, '13-0': 13, '13-6': 12, '13-5': 20, '13-4': 14, '9-0': 4, '9-3': 4, '9-2': 1, '9-5': 1, '9-4': 4, '9-6': 1, '20-1': 3, '20-0': 4, '20-3': 3, '20-2': 6, '20-5': 13, '20-4': 5, '20-6': 4, '17-6': 8, '17-5': 10, '17-4': 5, '17-3': 6, '17-2': 9, '17-1': 5, '17-0': 11, '10-0': 7, '10-1': 11, '10-2': 9, '10-3': 11, '10-4': 9, '10-5': 8, '10-6': 11, '14-4': 12, '14-5': 23, '14-6': 12, '14-0': 6, '14-1': 5, '14-2': 14, '14-3': 12}",checkin,jJhNOhuGpIsJX5SEUFFWYQ
"{'16-0': 1, '13-4': 1, '14-5': 1, '21-4': 2, '17-6': 1, '15-1': 1, '15-0': 1, '15-3': 2, '15-5': 2, '15-4': 1, '18-0': 2, '18-1': 3, '18-2': 2, '18-3': 1, '18-4': 3, '18-5': 6, '18-6': 2, '17-3': 1, '14-6': 5, '14-0': 2, '14-2': 1, '14-3': 1, '19-5': 3, '19-4': 7, '19-6': 3, '19-1': 2, '19-0': 3, '19-3': 3, '19-2': 3, '11-5': 2, '11-4': 2, '13-0': 1, '13-6': 5, '11-3': 4, '11-2': 4, '12-6': 3, '12-4': 2, '17-4': 1, '12-2': 3, '12-3': 3, '12-0': 1, '12-1': 4, '13-2': 2, '20-1': 1, '20-2': 1, '20-5': 3, '20-4': 5, '16-2': 5, '16-3': 1, '17-5': 4, '16-1': 1, '16-6': 1, '17-2': 2, '16-4': 4, '17-0': 1, '10-0': 1, '21-5': 1, '10-5': 1, '10-6': 1, '11-0': 1}",checkin,EUr0vtwmoeKo3uWYxxUFiQ
"{'9-1': 1, '19-6': 1, '22-3': 1, '8-4': 1, '10-1': 1, '21-3': 1}",checkin,4t2DtOOtehQx5vM9qL2RqQ
"{'9-5': 1, '19-4': 2, '20-6': 1, '16-3': 1, '17-4': 2, '17-3': 1, '7-4': 1, '18-4': 1, '8-6': 1, '6-5': 1, '6-4': 1, '14-2': 1}",checkin,HaBkx5PwvbBpQ2iNCgHnVQ
"{'14-5': 1, '15-3': 1, '10-4': 1, '14-3': 1}",checkin,LcCVFppz5uMUyLsIE4JVuw
"{'6-5': 1, '9-5': 3, '19-5': 1, '7-5': 1, '11-3': 1, '16-5': 1, '14-4': 1, '8-5': 2, '8-6': 1, '12-5': 2}",checkin,an0Buaxy6gryAKC7dE5u4g
"{'15-1': 1, '15-0': 1, '15-3': 1, '15-5': 2, '15-4': 1, '18-3': 1, '14-5': 2, '14-3': 1, '19-5': 2, '13-3': 1, '13-2': 1, '13-0': 1, '11-1': 1, '13-4': 2, '12-4': 2, '12-5': 1, '12-2': 1, '12-3': 2, '12-0': 1, '12-1': 1, '11-5': 2, '9-2': 1, '9-4': 2, '17-4': 1, '20-6': 1, '16-2': 1, '16-1': 1, '16-6': 1, '17-1': 1, '10-2': 1, '10-3': 2, '10-4': 1}",checkin,9sakutECQQuqi6C-ImjRQw
"{'15-5': 1, '18-1': 3, '18-3': 2, '18-4': 1, '18-5': 1, '23-5': 1, '17-3': 1, '16-4': 2, '19-5': 2, '19-4': 2, '19-3': 1, '19-2': 1, '13-3': 1, '14-5': 1, '13-1': 1, '13-0': 1, '11-1': 2, '13-5': 1, '11-2': 1, '12-5': 3, '12-2': 1, '12-0': 2, '20-3': 1, '20-4': 1, '16-2': 1, '17-6': 1, '17-5': 2, '17-4': 3, '16-6': 1, '17-1': 2, '16-5': 1, '21-4': 1, '10-4': 1, '21-3': 1}",checkin,LBskB7ACUPV8xxjBPKnxmA
"{'22-6': 72, '22-5': 114, '22-4': 93, '22-3': 43, '22-2': 20, '22-1': 40, '22-0': 47, '4-1': 1, '19-5': 99, '19-4': 64, '19-6': 86, '19-1': 47, '19-0': 44, '19-3': 55, '19-2': 30, '11-5': 125, '11-4': 53, '11-6': 122, '11-1': 29, '11-0': 65, '11-3': 40, '11-2': 27, '12-6': 160, '12-4': 69, '12-5': 171, '12-2': 34, '12-3': 49, '12-0': 98, '12-1': 54, '16-2': 35, '16-3': 41, '16-0': 65, '16-1': 39, '16-6': 121, '16-4': 78, '16-5': 164, '21-4': 74, '21-5': 100, '21-6': 87, '21-0': 55, '21-1': 45, '21-2': 56, '21-3': 63, '7-0': 1, '7-6': 2, '7-4': 1, '15-1': 34, '15-0': 84, '15-3': 51, '15-2': 36, '15-5': 177, '15-4': 98, '15-6': 130, '18-0': 39, '18-1': 30, '18-2': 31, '18-3': 43, '18-4': 69, '18-5': 110, '18-6': 75, '6-6': 1, '6-3': 2, '8-4': 5, '8-5': 10, '8-6': 9, '8-0': 10, '8-1': 7, '8-2': 4, '8-3': 6, '7-3': 1, '23-2': 7, '23-3': 9, '23-0': 11, '23-1': 7, '23-6': 28, '23-4': 71, '23-5': 98, '0-4': 1, '0-5': 12, '0-6': 21, '2-1': 1, '2-6': 2, '0-1': 4, '2-4': 2, '0-3': 2, '13-3': 48, '13-2': 40, '13-1': 67, '13-0': 96, '13-6': 161, '13-5': 193, '13-4': 86, '9-1': 10, '9-0': 11, '9-3': 15, '9-2': 11, '9-5': 31, '9-4': 15, '4-6': 1, '9-6': 25, '20-1': 33, '20-0': 39, '20-3': 41, '20-2': 43, '20-5': 85, '20-4': 54, '7-5': 2, '20-6': 76, '17-6': 130, '17-5': 152, '17-4': 75, '17-3': 32, '17-2': 25, '17-1': 36, '17-0': 55, '10-0': 37, '10-1': 18, '10-2': 25, '10-3': 13, '10-4': 39, '10-5': 58, '10-6': 62, '2-2': 1, '2-0': 1, '0-0': 3, '0-2': 3, '2-5': 3, '14-4': 97, '14-5': 211, '14-6': 151, '14-0': 93, '14-1': 41, '14-2': 45, '14-3': 56, '1-1': 2, '1-3': 2, '1-5': 4, '1-4': 2, '1-6': 2, '5-5': 2, '5-6': 2, '5-1': 1, '3-6': 1, '3-5': 2}",checkin,Xhg93cMdemu5pAMkDoEdtQ
"{'22-5': 3, '22-4': 7, '22-3': 2, '22-2': 2, '22-1': 4, '22-0': 2, '19-5': 25, '19-4': 33, '19-6': 22, '19-1': 30, '19-0': 17, '19-3': 17, '19-2': 18, '11-5': 11, '11-4': 7, '11-6': 12, '11-0': 3, '11-3': 3, '11-2': 3, '12-6': 22, '12-4': 19, '12-5': 28, '12-2': 17, '12-3': 11, '12-0': 8, '12-1': 4, '16-2': 6, '16-3': 4, '16-0': 11, '16-1': 6, '16-6': 17, '16-4': 3, '16-5': 9, '21-4': 9, '21-5': 10, '21-6': 6, '21-0': 3, '21-1': 3, '21-2': 7, '21-3': 11, '15-1': 3, '15-0': 3, '15-3': 6, '15-2': 5, '15-5': 21, '15-4': 6, '15-6': 14, '18-0': 24, '18-1': 18, '18-2': 20, '18-3': 21, '18-4': 35, '18-5': 33, '18-6': 27, '23-4': 3, '0-1': 1, '13-3': 8, '13-2': 6, '13-1': 7, '13-0': 6, '13-6': 22, '13-5': 22, '13-4': 14, '9-2': 1, '20-1': 17, '20-0': 8, '20-3': 23, '20-2': 18, '20-5': 30, '20-4': 22, '20-6': 10, '17-6': 27, '17-5': 23, '17-4': 12, '17-3': 11, '17-2': 12, '17-1': 13, '17-0': 8, '10-3': 1, '14-4': 7, '14-5': 22, '14-6': 14, '14-0': 8, '14-1': 6, '14-2': 3, '14-3': 3}",checkin,MhgYfihkb1QZfVpSNLb2uA
"{'10-1': 4, '12-5': 1, '15-1': 1, '15-2': 1, '10-2': 1, '15-6': 1, '17-4': 1, '18-4': 2, '18-5': 1, '14-4': 2, '14-5': 1, '6-1': 2, '14-3': 2, '9-0': 2, '19-5': 2, '11-5': 3, '11-4': 2, '11-6': 5, '11-3': 1, '11-2': 2, '12-6': 4, '6-5': 3, '12-3': 2, '13-2': 1, '12-1': 2, '9-1': 1, '5-4': 1, '9-2': 1, '9-5': 2, '9-4': 2, '9-6': 4, '7-3': 1, '8-0': 1, '7-1': 1, '7-0': 1, '7-6': 5, '10-5': 1, '16-2': 2, '17-5': 1, '16-1': 2, '17-2': 2, '16-4': 1, '10-0': 2, '8-5': 3, '8-6': 5, '10-4': 1, '8-1': 1, '10-6': 3, '8-3': 1}",checkin,JQrF4iHYZkF5IBTvOQBpIw
"{'14-4': 3, '11-4': 1, '12-4': 1, '12-2': 1, '11-2': 2}",checkin,1BeJunz8wYpPHKDPZRW-ig
"{'16-0': 3, '13-4': 1, '16-1': 1, '17-6': 2, '15-0': 2, '15-3': 2, '15-4': 2, '15-6': 3, '18-0': 1, '18-1': 2, '22-5': 1, '18-3': 1, '18-5': 2, '18-6': 4, '17-3': 2, '14-6': 3, '14-0': 2, '14-3': 1, '0-3': 1, '19-4': 3, '19-6': 4, '19-0': 1, '19-3': 3, '19-2': 4, '13-3': 2, '14-5': 1, '13-6': 1, '13-5': 4, '10-1': 1, '23-0': 1, '12-4': 1, '12-5': 1, '12-2': 1, '20-1': 1, '20-0': 2, '20-3': 2, '20-2': 1, '20-4': 3, '16-2': 1, '16-3': 4, '17-5': 3, '17-4': 1, '16-6': 1, '17-2': 3, '16-4': 5, '21-5': 2, '10-5': 1, '21-2': 1}",checkin,BAmup2ndKEp9X0e5ekM4vw
"{'18-0': 1, '10-6': 1, '15-0': 1, '15-5': 1, '22-5': 3, '23-2': 2, '23-3': 1, '18-2': 1, '18-3': 2, '18-4': 1, '18-5': 3, '22-1': 1, '14-5': 1, '14-6': 1, '8-2': 1, '14-2': 1, '22-4': 2, '18-6': 2, '19-5': 9, '19-4': 5, '19-6': 5, '19-1': 2, '19-3': 1, '19-2': 1, '13-3': 1, '13-1': 1, '22-3': 1, '20-1': 2, '20-0': 2, '20-3': 2, '20-2': 2, '20-5': 4, '20-4': 8, '20-6': 3, '17-4': 1, '17-2': 1, '16-4': 1, '21-4': 4, '21-5': 2, '21-6': 1, '21-2': 2, '21-3': 3}",checkin,TW7MgAF85QkBGjmMIfvcvA
"{'15-4': 1, '13-2': 1, '13-0': 1, '8-4': 1, '8-5': 2, '12-5': 1, '8-2': 1, '8-3': 2}",checkin,xL0DHjC7iSInMQd_64DJMg
"{'20-2': 1, '13-5': 3, '10-5': 2, '13-4': 5, '17-2': 4, '21-4': 1, '17-6': 2, '15-1': 1, '15-0': 2, '15-3': 3, '15-2': 4, '15-5': 1, '16-0': 2, '15-6': 3, '18-0': 2, '18-1': 1, '18-2': 5, '18-3': 2, '18-4': 3, '14-4': 6, '16-6': 2, '14-6': 1, '14-0': 2, '14-1': 2, '14-2': 2, '14-3': 3, '16-4': 1, '19-5': 3, '19-4': 7, '17-0': 1, '19-1': 1, '19-0': 1, '19-3': 1, '19-2': 1, '13-3': 3, '11-4': 6, '13-1': 4, '13-0': 6, '11-1': 13, '11-0': 7, '11-3': 6, '11-2': 11, '12-6': 4, '12-4': 7, '12-5': 9, '12-2': 3, '12-3': 12, '12-0': 13, '12-1': 10, '9-1': 1, '11-5': 3, '11-6': 4, '9-4': 1, '13-2': 7, '7-2': 2, '7-0': 1, '20-6': 1, '16-2': 4, '10-0': 2, '17-5': 1, '17-4': 2, '17-3': 1, '14-5': 3, '17-1': 2, '16-5': 2, '8-4': 1, '10-1': 1, '10-2': 5, '10-3': 1, '8-1': 1, '13-6': 4}",checkin,i--afvRsP1TSJyQMZKgJiw
